0.498947			0.499540			-0.499429
-0.333279			-0.334425			-0.499560
-0.499845			-0.333893			-0.333948
-0.333441			-0.499461			-0.333669
-0.499659			-0.499922			-0.166986
-0.332614			-0.332988			-0.165806
-0.499021			-0.333335			0.000706
-0.332501			-0.499002			-0.000476
-0.499702			-0.499330			0.167511
-0.332618			-0.333063			0.166511
-0.499868			-0.334270			0.333747
-0.332371			-0.499792			0.334048
-0.499758			-0.165854			-0.499164
-0.332547			0.000611			0.499137
0.499451			-0.000641			-0.334166
-0.333200			-0.167661			-0.333537
-0.499939			-0.165733			-0.167547
-0.334379			-0.000979			-0.165827
0.499309			-0.001039			0.000679
-0.332759			-0.167677			-0.000451
-0.499577			-0.167616			0.165746
-0.333232			0.000094			0.166212
0.498953			0.000981			0.332951
-0.332380			-0.167558			0.333006
0.499664			0.166734			0.499823
-0.333685			0.334324			-0.499369
-0.498972			0.333423			-0.333669
-0.332350			0.167226			-0.332966
0.499064			0.167613			-0.166680
-0.333251			0.334104			-0.166039
0.499631			0.333343			-0.000753
-0.333589			0.167248			-0.000092
-0.499676			0.165629			0.166635
-0.332962			0.334242			0.165700
0.499719			0.333077			0.333736
-0.332457			0.166446			0.334028
-0.166793			-0.499682			-0.499312
-0.000900			-0.332518			-0.499930
-0.167532			-0.332997			-0.332671
-0.000068			-0.499249			-0.332676
-0.167128			0.499139			-0.166938
0.000299			-0.333236			-0.167425
-0.167115			-0.334257			-0.000788
0.000735			-0.499008			0.000719
-0.166720			0.499259			0.167681
0.000312			-0.334072			0.167666
-0.166282			-0.332867			0.332738
-0.000333			0.499233			0.332257
-0.166805			-0.166969			-0.499581
0.000300			-0.000654			0.499010
-0.166394			0.000399			-0.334362
-0.000167			-0.166843			-0.333216
-0.166984			-0.166140			-0.166504
-0.000047			0.000092			-0.166907
-0.165622			-0.000206			-0.000196
0.000655			-0.166263			0.000835
-0.167275			-0.166974			0.167283
0.000346			-0.000730			0.167074
-0.166590			-0.000262			0.332499
0.000352			-0.166175			0.332997
-0.167480			0.165960			-0.499059
-0.000830			0.334287			0.499660
-0.166986			0.333879			-0.332335
0.000350			0.167255			-0.334261
-0.167197			0.166378			-0.166952
-0.000102			0.332698			-0.167456
-0.167720			0.333227			-0.000966
-0.000850			0.167381			-0.000114
-0.165624			0.166565			0.165800
-0.000065			0.333361			0.167512
-0.167382			0.332563			0.333553
-0.000338			0.167369			0.332980
0.166978			-0.499866			-0.499030
0.332625			-0.334251			0.499600
0.166490			-0.334276			-0.332790
0.333433			-0.499038			-0.332962
0.166161			-0.499450			-0.166910
0.333321			-0.333637			-0.165656
0.166957			-0.333605			-0.000957
0.332661			-0.499330			0.000422
0.165849			-0.499918			0.167537
0.333098			-0.333586			0.166399
0.167339			-0.334367			0.332921
0.333694			-0.499301			0.332354
0.166709			-0.166477			0.499007
0.332868			0.000631			-0.498962
0.166309			0.000689			-0.332476
0.334174			-0.167723			-0.333537
0.166466			-0.166295			-0.167195
0.332515			0.000716			-0.166561
0.166377			0.000475			-0.000707
0.333248			-0.167579			0.000753
0.167216			-0.167319			0.167525
0.334193			-0.000311			0.166717
0.167441			-0.000415			0.334004
0.333646			-0.166531			0.333381
0.166471			0.166043			-0.499273
0.332450			0.334216			0.498900
0.165994			0.333321			-0.333588
0.333703			0.167412			-0.334275
0.167558			0.166800			-0.167127
0.333745			0.333667			-0.165656
0.166103			0.333636			-0.001057
0.334066			0.167168			-0.000446
0.167231			0.166102			0.167033
0.332255			0.333232			0.167068
0.166634			0.332266			0.332577
0.332895			0.166564			0.334310
